,HotelName,Date,Reputations,Comments,Purposes,companions
98,ストリングスホテル　名古屋,2020年11月,3,"
    名古屋観光の拠点として利用しました。ホテルというより宿泊施設付きの結婚式場といった印象で、ホテルとしてのグレードはビジネスホテル以上リゾートホテル未満。サービスは可もなく不可もなし。「普通」のホテルです。",レジャー,一人
99,ストリングスホテル　名古屋,2020年11月,5,"
    前回宿泊した際にホテルの内装やクリスマスの飾付けがとても素敵で今回も利用させていただきました。コロナ渦の中少々不安もありましたが室内も清潔で安心して過ごす事ができました。電車好きな息子のためにトレインビューを希望した所、近鉄JR、新幹線に、あおなみ線が一望でき、さらにライトアップされたチャペルまで部屋から眺められるお部屋にしていただけました。息子は大喜びで大変嬉しかったです。次回はまた違う時期に、そしてコロナが収束したらホテルの食事も楽しみたいと思います。ありがとうございました。",レジャー,家族
100,ストリングスホテル　名古屋,2020年11月,4,"
    乗り物が好きな3歳と1歳の息子のためにトレインビューのお部屋に泊まりました。あおなみ線、JR、新幹線、近鉄とたくさんの電車が見えてとてもよかったです。またベッドをくっつけてベッドガードをつけてもらってありがたかったです。有料ですが新幹線のバルーンも用意してもらい、子供達が喜んでいました。ただこのご時世仕方ないですが朝食がバイキングではなくセットメニューで、選び方もわかりずらく残念でした。スタッフの方も忙しそうでおかわりなどがしずらく、小さな子供への取り分けが難しかったです。",レジャー,家族
101,ストリングスホテル　名古屋,2020年11月,4,"
    今回は彼の誕生日で利用しましたが、前もって苦手な食べ物を伝えていたにも関わらず、コース料理に普通にでてきました。また1番最初にブランケットをって伝えたのに、忘れられ、コース中盤に再度催促し、やっと持ってきてもらいました。さらに、最初にお水は用意してもらえるものなのに、お水すら持ってきてくれなかったので、かなり残念でした。翌日のシェフズキッチンでは、ビュッフェではないのは、ホテルで先に確認して把握してましたが、その際に、メインとポテトとウインナーは食べ放題ですと教えていただいたので楽しみにしてましたが、残念ながら、それはなかったみたいです。言ってることとやってることが矛盾しすぎて、腹立たしく思いました。しかも謝罪すらどちらのレストランでもなかったです。サービスの面がかなり残念でした。夜のコース料理はすべて見た目の感動もあり味も美味しく完璧だったのに、残念な部分がたくさん見えてしまったので、大切な誕生日を彼に申し訳なく思いました。",レジャー,恋人
102,ストリングスホテル　名古屋,2020年10月,5,"
    部屋が広く、洗濯機や大きいテレビ、レンジまであり本当に快適でした。部屋でアフタヌーンティーと朝食を堪能し、とても素晴らしかったです。名古屋駅から10分ほど歩くので、雨の日は大変かなという程度。近くにコンビニ、飲食店、映画館があるので退屈しません。アフタヌーンティーは女性スタッフがもってきてくれたのですが、朝食は男性スタッフが運んでくれました。特に嫌な感じではなかったのですが、女性スタッフが来てくれると勝手に思っていたので少しだけ驚きました。",レジャー,友達
103,ストリングスホテル　名古屋,2020年11月,3,"
    GOTOトラベルの手続きに時間がかかり過ぎている。駐車場が平地なのに金額が高い",レジャー,一人
104,ストリングスホテル　名古屋,2020年10月,4,"
    とてもゆっくり過ごせました。エレベーター等良い香りがして心地が良かったです。",その他,家族
105,ストリングスホテル　名古屋,2020年09月,3,"
    ナノ・ウォーターが化粧水のようで良かったです。",レジャー,家族
106,ストリングスホテル　名古屋,2020年10月,5,"
    息子の誕生日にレゴランドへ行く為、一泊しました。チェックイン時には混雑をしない様、きちんと対策がされていたり(子供がいたのでジュースのサービスが嬉しかったです)安心して気持ち良く過ごすことができました。お部屋もとても綺麗でした。欲を言えば、ドライヤーがかなり古い物？だったのが残念でした。今度は食事有りのプランで泊まってみたいです。",レジャー,家族
107,ストリングスホテル　名古屋,2020年09月,3,"
    予約サイトの説明には「シェフズ　ライブ　キッチン ブッフェスタイルご朝食」と記載されていたのに、実際はプレートでの提供でした。あとで確認したところ公式サイトには提供方法の変更が記載されてましたが、予約サイトの情報は変更されていません。名古屋駅から離れておりシャトルバスも運休で交通の便が悪いが、このコロナ時でも朝食ビュッフェが食べれるという点をこのホテルを選択したのに、せっかくの旅の思い出が不満しか残りませんでした。正確な情報を掲載をお願いします。",レジャー,家族
108,ストリングスホテル　名古屋,2020年09月,4,"
    新しい建物で綺麗でした。ホテルライフを楽しむ予定で、フィットネスがあると思ってましたが、見当たりませんでした。",レジャー,その他
109,ストリングスホテル　名古屋,2020年09月,4,"
    コロナ禍とGO TOチェックとはいえ、チェックインに20分以上。時間かかりすぎ。",レジャー,家族
110,ストリングスホテル　名古屋,2020年09月,3,"
    新型コロナウイルスの関係で送迎バスが中止となり、不便さがマイナスとなりました。しかしスタッフの方々はコロナウイルスに対して頑張って対応されていて、好感が持てます。",レジャー,家族
111,ストリングスホテル　名古屋,2020年09月,4,"
    キラキラした空間でした～～お庭も素敵でした～お部屋は、普通で窓が小さく圧迫感が少しありました。",レジャー,一人
112,ストリングスホテル　名古屋,2020年09月,5,"
    チェックインの時間から24時間ステイ出来るというプランがとても魅力的で予約しました。ホテルの方もすごく親切で、タクシーを呼んでいただいたときにフロントの方と1階のスタッフの方が連携してお手配をしていただいて無駄がなく感動しました。ありがとうございました。",レジャー,友達
113,ストリングスホテル　名古屋,2020年09月,4,"
    名古屋に行くときは、子供が電車好きなこともあり、定番の宿にさせて頂いています。今回はgotoトラベルも使え、リーズナブルに泊まれてうれしかったです。いつも電車が見える方のお部屋にしていただき、今回も子供たちは窓にはりついて電車を楽しんでいました。素泊まりのプランでしたが、近くにコンビニや朝から開いているカフェなどもあり、食べ物には困りませんでした。今後もお世話になりたいので、いくつか気になったことを…。小学生の人数も入れての予約しておりましたが、アメニティ・タオルなどは何も追加されていなかったのが残念でした。また、窓も開けれないのお部屋で、このご時世、換気は少し気になるところ。何か対応があるといいですね。とはいえ、楽しい滞在時間を過ごさせていただきました。またお世話になりたいと思います。",レジャー,家族
114,ストリングスホテル　名古屋,2020年09月,4,"
    交際記念日にGOTOキャンペーンを利用させていただきました。名古屋駅に近くてとてもオシャレで良かったです。また、何かの記念に使わさせていただけたらな～と思ってます。",レジャー,恋人
115,ストリングスホテル　名古屋,2020年09月,5,"
    満足",レジャー,一人
116,ストリングスホテル　名古屋,2020年09月,5,"
    スタッフの方々がとっても親切で素敵なホテルです。小さな子供にも配慮してくださり、安心して宿泊できます。ウイルス対策も万全にしてあります。ありがとうございます。",レジャー,家族
117,ストリングスホテル　名古屋,2020年08月,4,"
    ２４時間何時でもチェックインでき、２４時間ステイプランの利用をしました。はじめての利用でしたが、とても便利なサービスだと思います。次の日の予定が遅かったため、それまで仕事をすることができました。これからも利用したいと思います。",レジャー,友達
118,ストリングスホテル　名古屋,2020年08月,4,"
    ささしまエリアなので、名古屋駅近と比べるとやや歩きますが、食事がとてもおいしく楽しい時間を過ごせました。部屋はやや狭いですが、不便は感じません。アメニティーは十分揃っています。",レジャー,家族
119,ストリングスホテル　名古屋,2020年08月,4,"
    今回は結婚記念日でしたので、gotoキャンペーンを利用して、夕方以降のチェックインのプランを利用しました。お部屋はお任せのプランでしたが、申し込んだ際に書き添えておいた所フロントの方が最上階のチャペルが綺麗に見えるお部屋をご用意しました！と言って下さり、その御配慮がとても嬉しかったです。夜には名古屋駅やライトアップされたチャペルが素敵でした。とても良い記念日になり感謝しております。",その他,その他
120,ストリングスホテル　名古屋,2020年08月,5,"
    GoToキャンペーンを機会に、集中して仕事をするために1人で24時間コースで一泊しました。12時からのチェックインでしたが、少し遅れてチェックインした分を配慮いただいて、さりげなく翌日13時のチェックアウトにしていただきました。部屋はとても綺麗で快適でした。ホテル周辺施設は充実していました。ホテル内のレストランはどれも豪華な雰囲気でした。チャペルが見えるのは本当に素敵だと思います。今回は食事をする機会はありませんでしたが、次回家族と宿泊する機会があれば利用したいと思います。今回一つだけ気になることがありました。テレビのアダルトチャンネルのプレビューが簡単にアクセスできてしまうところです。家族と泊まった際に子供が一人でリモコンを操作した際のことを考えると不安です。無くすことは難しいかもしれませんが、子供の目に触れない様にするシステムを何らか検討していただきたいと思いました。",ビジネス,一人
121,ストリングスホテル　名古屋,2020年07月,4,"
    家族でレゴランドの利用のため、パートナーホテルのこちらに宿泊しました。朝食について、コロナ対策でビュッフェスタイルではなく、セットメニューとなっておりましたが、大人の食事については美味しく、珍しいメニューで大変満足しましたが、子供は有料にも関わらず、パン3つとヨーグルトという内容で驚きました。せめて2,3品おかずをつけてもらいたいと思いました。レゴランドとシーライフのチケット付プランを申し込んで、ホテルで子供の分を追加購入しましたが、フロントで1日目にシーライフ、2日目にレゴランドを利用したいという説明をしてコンボ１DAYパスポートを購入しました。しかし、現地でこのチケットは1日で両方回るチケットであり、2日間に渡り使えませんと言われました。１DAYチケットなので当たり前と言われればそうかもしれませんが、フロントに利用方法を説明しているので、納得がいきませんでした。プラン説明欄に「コンボ1DAYパスポートは入場指定日より2日間有効です。」と書かれているのも誤解を生む原因だと思います。料金、ホテルの設備、スタッフの対応などについては非常に満足しました。",レジャー,家族
122,ストリングスホテル　名古屋,2020年07月,5,"
    7/9に数年ぶりに利用。コロナ対策で少しシステムが変わっていましたが、朝食は本当に素晴らしい。部屋も広く綺麗でまた泊まりたい。割り引きプランの時に利用しています。駅から少し遠いのが唯一の難点。シャトルバスも運休中なので、歩いて駅まで行きました。",ビジネス,一人
123,ストリングスホテル　名古屋,2020年07月,4,"
    ７月4日、娘と孫と宿泊しました。部屋は狭くもなく広くもなく普通です。お風呂はユニットなので、小さい子供がいた私たちには少々不便でした。洗面台を利用したところ、水を流す度に下水の異臭。手を洗う、歯磨きをするなどの行動の度に大変不快な臭いがしました。ぜひ、確認していただきたいです。６２０号室です。パジャマのボタンが一つ取れていました。一応４ツ星ホテルなので、備品類の確認きちんとしていただきたいです。１番良かったのは部屋から電車が見えたことです。1歳９ヶ月の孫がとても喜びました。電車は見えますが、うるさいことはなく、快適に過ごすことができました。",レジャー,家族
124,ストリングスホテル　名古屋,2020年07月,5,"
    宿泊１週間前に８時間ステープランで部屋から見たトレインビューの素晴らしさに再訪を決意。今回ヨガ体験付き24時間宿泊プランでかみさんを連れて再訪しました。窓からの風景を眺めたり撮影したり身軽に観光に出かけたり最後に部屋に戻りもう一度シャワーで汗をを流して帰路につけロングステーは最高です。ヨガには都合で参加できませんでしたがその分払い戻してくださりしっかりした対応で恐縮しました。食事はありませんでしたが次回は朝食ランチ付きのプランもあるようですので食事も楽しんでみたいと思います。トレインビューですが最上階が７階で高さはありませんが間近に行きかう新幹線や電車貨物が頻繁に見られます。笹島ライブ駅寄りがすっきり見渡せ鉄道好き向けかと思います。新幹線寄りもチャペルが夜はきれいですので女性連れには良いのかと。窓は開きませんので音はほとんど入ってこず静かでした。また機会を見つけて泊まりたいホテルでした。",レジャー,家族
125,ストリングスホテル　名古屋,2020年06月,4,"
    通常、1泊のホテルの利用は夜から朝で、半日なのでなかなか部屋を楽しむことができないですが、24時間だと、丸1日過ごすことができて、「ホテルを楽しむ」ことに適したプランでした。また、今回は部屋が最上階で、お値打ちだったので、満足です。",レジャー,恋人
126,ストリングスホテル　名古屋,2020年06月,3,"
    外観が豪華で一度泊まってみたかったホテルでした。このご時世仕方がないのかもしれないですが、コロナの影響で名駅からのバスが無いのがキツかったです。玄関入るとチャペルが見えてとても雰囲気の良いホテルでしたがロビー（4階）へ行くと、びっくりするくらい普通の施設、、。部屋も普通。。外観と一階の差が激しすぎでした。名駅から遠いしわざわざ行くホテルでは無かったです、、。朝ご飯はとても美味しく窓際の席を用意してくださって優雅な時間が過ごせました。",レジャー,家族
127,ストリングスホテル　名古屋,2020年05月,5,"
    長く続くステイホームから少し気分を変えたくて家族で利用しました。部屋で食事がいただけること、長い時間滞在できること、気軽に出られそうなお庭があることなどからこちらのホテルに決めましたが、とてもゆっくりと過ごすことが出来ました。スタッフさんの数も十分で皆さん笑顔で丁寧に接客していただき、おいしいお食事が提供され大満足でした。コロナ対策も十分されていたように見えました。ランチはもしかしてライスが選べたかのかな？と思いましたが、私も確認すれば良かったですね。元々、ファミリーで部屋で食事の利用をすることは想定外だと思うので、椅子の不足など多少の不自由は問題ありませんでした。室内設備も概ね満足できましたが洗面所が少し浅めでした。使うたびに水ハネが気になってしまいました。コンセントの数は十分ありました。WiFiも問題なし。ドライヤーは古めです。温浴施設などで見かけるようなものでした。窓から新幹線を含めいろんな電車が見えましたが全然騒音はありませんでした。カーテンを開けてないと電車が通ってるのにも気づかないくらいで感心しました。決済はチェックイン時なのでフロントに立ち寄ることなくチェックアウトできスムーズで良かったです。快適に過ごせてとてもリフレッシュ出来ました。大変良いホテルでした。レストランも気になりましたし機会があれば是非また利用したいと思いました。",その他,家族
128,ストリングスホテル　名古屋,2020年05月,3,"
    ワインクーラーとかワイングラスを無料で貸してくれたら、サービスの評価は上がるかなって感じです！！製氷機もフロントの前を通らないとなので、なんか他のお客さんとすれ違う可能性が高いのでなんか気になる…。",その他,一人
129,ストリングスホテル　名古屋,2020年05月,5,"
    とっても快適な時間を過ごさせて頂きました^ ^ホテルに車で着いた所から帰るまで、ホスピタリティも素晴らしく、また伺いたいと思えました！ベットが柔らかくないタイプだったので、私たち夫婦にはよかったです♪♪ぜひまた伺いたいです^ ^",その他,家族
130,ストリングスホテル　名古屋,2020年03月,4,"
    ライブキッチンのディナーはお寿司コーナーがサーモンとエビだけというのはさみしかったです。朝食は、サラダがカクテルの器に華やかに盛り付けられていて、とても美味しかったです。",レジャー,一人
131,ストリングスホテル　名古屋,2020年02月,5,"
    出張で利用しました。サービス、ホスピタリティの良さはとても良いです。名古屋駅からちょっと離れているので、立地としてはお出かけしにくいかもしれないですが、夜間は周辺静かなので、駅前のうるさいホテルよりは落ち着けるので良いです。また、機会があれは利用したいです。",ビジネス,一人
132,ストリングスホテル　名古屋,2020年02月,4,"
    家族旅行でお世話になりました。子供へのプレゼントやサロンでのイベントにも参加出来て、至福の時を過ごさせていただきました。娘も家内も『またここに泊まりたい！』と言ってました。",レジャー,家族
133,ストリングスホテル　名古屋,2020年02月,3,"
    朝食付だったので少し早起きして楽しみにレストランにいきました。ゆっくり美味しいご飯を食べれました！",レジャー,友達
134,ストリングスホテル　名古屋,2020年02月,5,"
    今回は半額でスイートに泊まることが出来ました。コンパクトですが間取りが良く、広く感じました。なんと言ってもテンピュール電動ベッドが快適で、レンジあり、素敵なアメニティ、全てにコスパ最高。更に今回は夜食も無料でいただけて、こんなサービス初めて。必ずまた泊まります。友人にも薦めまくります。そしてアフタヌーンティーもお薦めです。",レジャー,友達
135,ストリングスホテル　名古屋,2020年02月,5,"
    広めのお部屋で清潔でした。朝食のビュッフェもとても美味しかったです。",ビジネス,家族
136,ストリングスホテル　名古屋,2020年02月,5,"
    Stringsはいつもサービスがすごく良いので大変気にいっております。名古屋駅から少し離れていて立地が悪い分、シャトルバスが名古屋駅からでているので大変助かりました。",レジャー,家族
137,ストリングスホテル　名古屋,2019年12月,3,"
    到着時間15時の時点でホテルの廊下はまだ清掃中の状況．17時過ぎに再度出かけるときも同じような状況でした．チェックイン時間を過ぎているのにこのようなホテルは今までになかったため驚きました．夜泣きパスタがついている日だったためおいしくいただきました．今回はZeppに用事があったため，とても便利な立地です．名古屋駅などに用事がある場合は少し遠いです．コンビニやファミレスも少し歩けばあるので，食べるものには困りません．朝食はとてもおいしかったです．",レジャー,家族
138,ストリングスホテル　名古屋,2020年01月,4,"
    チャペルの見える部屋だったので夜景がとても綺麗でした。平日に泊まったので、もしかしたら両隣の部屋は宿泊がなかったかも知れませんが、近隣の部屋から物音が聞こえなかったのはありがたかった。",レジャー,家族
139,ストリングスホテル　名古屋,2020年01月,4,"
    トイレと風呂が一緒、別々が選べた方が良い。",ビジネス,一人
140,ストリングスホテル　名古屋,2020年01月,5,"
    いつも利用させていただいております。細かいところまで気をつかっていただき、とても丁寧な対応です。素敵なホテルです。",その他,家族
141,ストリングスホテル　名古屋,2019年12月,5,"
    スタッフの方が皆さん親切でした。サービスで付いていたパスタがとっても美味しくて私もパートナーも感動しました。名古屋駅からはちょっと歩きますが、シャトルバスもあり、近くにコンビニもあるのでとても便利だと思います。大変満足です。",レジャー,一人
142,ストリングスホテル　名古屋,2019年11月,5,"
    二日間とも同じ部屋に宿泊したいと申した際も臨機応変に素早く対応していただきました。ありがとうございました。",レジャー,家族
143,ストリングスホテル　名古屋,2019年11月,5,"
    いつもご利用させていただいています。小さな子供も一緒に宿泊ですが、とても細かなお心遣いで安心して宿泊させていただいています。次回もまたよろしくお願いします！",レジャー,家族
144,ストリングスホテル　名古屋,2019年11月,4,"
    11月25日に初めて宿泊しました。全体的に新しくきれいでスタッフの対応もとても良かったです。が、細かい部分で少しづつ残念なところが気になりました。立地は名古屋駅からは少し不便な場所です。スタッフの対応はとてもよかったです。部屋はとてもきれいですが、ホチキスの針や輪ゴムが落ちていたり、トイレが少し匂うなど、清掃の行き届いていないところがやや気になりました。アメニティはとても充実しており、サイトで事前に確認できたので、荷物が少なくて済みました。ただ、部屋にメイクのできる鏡がないのは不便でした。今後改善されていくことを期待しつつ、次の機会にまた利用させていただきたいと思います。",レジャー,家族
145,ストリングスホテル　名古屋,2019年11月,5,"
    部屋から新幹線やあおなみ線が見えて息子は大興奮！ずーーっと窓にへばりついていました。アメニティが大変充実していて、女性にはクレンジング、洗顔料、化粧水、乳液のセットが用意されているのがよかったです。ボディタオルまでついていたのもＧＯＯＤ。敏感肌の人でなければ基本身一つで行けるホテルだと思います。着いた時には結婚式があったようでフロアにいてるスタッフの方々が結婚式のお客様の対応でいっぱいいっぱいだったのでスタッフの方の対応は普通。お部屋もゆったりしていてよかったです。朝ごはんをいただきましたが、氷が出てくるサーバーやらコーヒーメーカーやらいろいろ壊れていたのでこちらも普通。朝ごはんは鮭なんかもあればもっとよかったかな。でも総合的には満足です。また名古屋に行くことがあればぜひ泊まりたいです。",レジャー,家族
146,ストリングスホテル　名古屋,2019年10月,5,"
    今回はスウィートにグレードアップしていただき、疲れが癒されました。またぜひ利用したいです。",ビジネス,一人
147,ストリングスホテル　名古屋,2019年11月,5,"
    とても綺麗な部屋で満足しています。",レジャー,家族
148,ストリングスホテル　名古屋,2019年10月,5,"
    10月6日に宿泊しました。もう少し名古屋駅から近いと思っていましたが意外と遠く徒歩では無理でした。当日結婚式があり幸せにあふれていてこちらもハッピーになれました^_^朝食付きのプランでしたがどれも美味しくスープは格別でした。教会が見える最高のロケーションでいただく朝食は最高でした。お得なプランだったのにもかかわらず、とても満足なひと時となりました。ありがとうこざいました(o^^o)",レジャー,家族
149,ストリングスホテル　名古屋,2019年10月,4,"
    名古屋駅から送迎バスを利用しましたが、本数が少ないと感じた。客室ベッドの上掛け布団に茶色いシミと長い髪の毛があり、不潔な感じで残念だった。朝食は料理・サービスが素晴らしく、快適だった。",ビジネス,一人
150,ストリングスホテル　名古屋,2019年08月,4,"
    生憎の天気でしたが夏休みの良い思い出です。スタッフの方の気遣いが素敵なホテルでした。",レジャー,家族
151,ストリングスホテル　名古屋,2019年09月,5,"
    最高。。。凄く素敵なホテルでした。",ビジネス,家族
152,ストリングスホテル　名古屋,2019年09月,4,"
    女性3人で宿泊させていただきました。お部屋は広くはないものの綺麗で、アメニティなども十分に備わっていました。バス・トイレがセパレートとなっていて、友達と宿泊するには良かったです。立地も、名古屋駅からバスが出ており、こちらも本数や、始発・最終の時刻も申し分ないものでした。フロントなどもとてもいい香りがして、落ち着きました。朝食はリニューアルということや、朝食単体での値段も安くはないため、かなり期待をしていましたが、その分、品数に少し物足りなさを感じました。ホテルの規模として仕方がないのかな？という感じでした。",レジャー,友達
153,ストリングスホテル　名古屋,2019年09月,3,"
    こちらは初めて宿泊しました。スイートの部屋でした！エアコンが寝室とリビングに２つありましたが、両方共、電源は入っていましたが、全く冷房が効かず廊下の方が涼しいくらい。暑さに我慢できず深夜に電話にてフロントに確認したところ遠隔操作してもらい対応してもらいました。トイレの洗面台の排水溝と、バスルームにある２つある洗面台の奥側の方の排水溝の蓋の開け閉めが（上下）ができず、水の流れが悪いです。仕方なく排水溝の蓋を開けてみると、水垢がすごくて汚れていました。バスルームに着替えを置くスペース、脱衣かごや、バスローブをかけるハンガーフックなどがないため使用するとき不便さを感じます。バスルームシャワーの操作方法が分かりにくく、レインシャワーの出るつまみの方向だとか、温度操作などもっと分かりやすい表示があればいいなと思います。トイレにはハンドソープがありましたが、バスルームにもハンドソープがあるといいなと思いました。電動ベッドですが、一つは使えましたが、もう一つがリモコンが壊れているのかリモコンの電池を入れ替えても動かず使えませんでした。電動ベッドの使えた方のリモコンを操作すると、時々テレビが消えたり付いたりします。クローゼットはまずまずのスペースがありますが、部屋の中で荷物を置く台が少ないのでクローゼットの中にでも折りたたみ式の荷物台があれば便利だなと思いました。ベッドサイドのライト（頭側の上）のところが埃だらけで埃が舞ってました。ゴミ箱がリビングにも寝室もあったのでよかったです。クッションの数は多めです。アメニティも充分あると思いました。バスタオル、フェイスタオルの数も充分ありました。ドライヤー以外にも、ヘアアイロンがあり良かったです。ワイングラスなどもあり良かったです。駅から離れてますがシャトルバスがあるので便利です。ロビーや、フロント、玄関、シャトルバスなどでスタッフさんが挨拶や声掛けをマメにしてくださるので、気持ちが良かったです。新しいホテルで綺麗でオシャレですが、部屋の水回りのお掃除、埃などは気になりましたので確認した方がよいと思います。あとはエアコン操作が部屋でできなかったのと、電動ベッドが一つ使えなかったので点検してほしいと思いました。",レジャー,友達
154,ストリングスホテル　名古屋,2019年09月,3,"
    9月、8月と2ヶ月続けて利用しました。施設自体は割と新しく、駅からの立地もまずまず。フロントはじめ従業員の方の対応も素晴らしく、ハード、ソフトとも素晴らしいホテルだと感じます。が、お掃除が行き届いていないのが本当に残念です。テーブルの上にホコリが浮いている、ドアに手脂の跡がギットリ、浴室は髪の毛が残っている、トイレまわりは黄ばみ。これだけの素晴らしいホテルなのに、なぜ掃除が行き届いていないのか、本当に不思議です。2回宿泊して2回とも…ということは、特定の部屋だけということは考えにくいように思います。とても良いホテルなのに、本当に残念です。是非改善をお願いしたいです。",レジャー,家族
155,ストリングスホテル　名古屋,2019年08月,3,"
    2019年8月30日に宿泊しました。場所は分かりやすかったです。名古屋駅までシャトルバスもあり便利でした。部屋の冷房が効いてなく暑かったです。",レジャー,家族
156,ストリングスホテル　名古屋,2019年08月,4,"
    8月9日に家族4人で宿泊しました。思っていたよりも部屋は広さがあり、洗面、お風呂も清潔でした。部屋から新幹線が見えたので子供たちは大興奮。ホテル前にはコンビニ、スタバあり。駐車場の利用が宿泊していても無料じゃなかったです。",レジャー,家族
157,ストリングスホテル　名古屋,2019年08月,5,"
    おしゃれなホテルです。2才の子供と妻の3人家族で泊まらせて頂きました。結婚式場だけあって豪華な施設です。スタッフの方も荷物を持ってくださったり、みなさん笑顔で対応頂きとても気持ちよく過ごすことができました。夕方に１Fの施設でゆっくりお茶をさせてもらい、優雅な気持ちになれました。また朝食も大変美味しくよい味付けだなと思います。あえて厳しい事を言うと厨房を見せるライブ形式とのことでしたが、見えすぎて床の汚れや天井の汚れまでよく見えました（笑）そこまでできればパーフェクトかと。でも十分楽しませてもらえるホテルですから、とってもお勧めのホテルです。女性がわくわくしてくれること間違いなし。",レジャー,家族
158,ストリングスホテル　名古屋,2019年08月,5,"
    家族旅行で宿泊しました。入り口に設置してある椅子、ソファーがとても素敵で豪華な印象でした。4階のフロント、廊下、お部屋はすごくいい香りで、匂いにもこだわりを感じました。自販機もあり、近くにはセブンイレブンもありました。お部屋の雰囲気も良かったです。開きませんが、お部屋に窓がありのぞいてみると、人工芝がひかれてて緑が見えて良かったです。トイレ、バスはベツベツでバスについてる鏡は顔の部分はくもらないようになっていて感動しました。朝食も想像通りの美味しさで、ビッフェなので使った食器は直ぐにさげてくれて嬉しかったです。子供がswitch(ゲーム機)をするにあたって、wi-fi環境が心配でしたがちゃんと繋がり子供も大喜びでした。コンセントも８個ぐらいあり、充電に困りませんでした。残念な部分もありました。それはお部屋に設置されている冷蔵庫。常温のお茶を冷蔵庫に入れて一晩たって取り出してみると、あまり冷えてない。自販機の冷たさには全然及びもしない感じでした。猛暑日だけに、冷え冷えに冷やしたかったです。トータル的には豪華なソファーに綺麗でいい香りのホテル。とても気に入りました。ここを選んで良かったです。ありがとうございました。",レジャー,家族
159,ストリングスホテル　名古屋,2019年06月,5,"
    仕事のため利用しました。駅から少し離れますが徒歩範囲です。逆に離れで静かにすごせました。朝ごはんは美味しい上に1人でもゆっくり頂けるような配置でありがたかったです。名古屋の定宿にします",ビジネス,一人
160,ストリングスホテル　名古屋,2019年08月,1,"
    一流なのは値段だけ？変則的な予約をしたのは事実ですが、当日細かく説明したにも関わらず宿泊フロントに伝わってなく息子の彼女がこの猛暑の中追い返された。直ぐに抗議しても対応がイマイチで唖然とした。普通であれば何かお詫びのサービスがあると思うが全くなし。二度と利用しません。",その他,恋人
161,ストリングスホテル　名古屋,2019年08月,4,"
    おしゃれで綺麗なホテルでした。モーニングが豪華で美味しかったです。駅から近いのも良かったです。",レジャー,家族
162,ストリングスホテル　名古屋,2019年08月,5,"
    スイートに一泊しました。おそい時間のチェックインだったにも関わらず、気持ちよく対応していただきました。客室の設備は使い勝手がよく、快適にすごせました。朝食ビュッフェは和洋あり品数も多く、食べ慣れた料理でしたが美味しかったです。チェックアウトは前払いだったので簡単に済ませることができました。是非また利用したいです。",レジャー,一人
163,ストリングスホテル　名古屋,2019年07月,5,"
    高級感があり素敵なホテルです。",ビジネス,一人
164,ストリングスホテル　名古屋,2019年07月,5,"
    夕食無しでしたが、夕方ビールととてもお洒落で美味しいオードブルが素敵な中庭で夏の夜を満喫出来て、それがサービスと言う事で感動しました！駅からの送迎も有り、大きくて素敵なチャペルや中庭が有りとても清潔で素敵なホテルです！しかもそれでいてお値段もかなりお安くてビックリする程です！最高なお泊まりでした！また利用させて頂きます！",レジャー,友達
165,ストリングスホテル　名古屋,2019年07月,4,"
    近くにコンビニもあり、名古屋駅までのシャトルバスも便利でした。部屋のコーヒーマシンと、ノリタケの食器で贅沢な時間を過ごせました。高級食器なだけに、子供が割らないか心配でしたが、、。部屋のドラム洗濯機もすごい便利でした。",レジャー,家族
166,ストリングスホテル　名古屋,2019年07月,3,"
    朝食は種類も豊富で美味しかったです。場所が名駅から少し離れているので歩きよりもタクシーがお奨めです。大雨の日だったからなのか少し水回りが臭いました。",ビジネス,一人
167,ストリングスホテル　名古屋,2019年07月,4,"
    スイートルームを標榜するには部屋は少し手狭に感じましたが、部屋の設備やアメニティ、特にお風呂場は大変満足でした。また機会があればお邪魔したいです。",レジャー,家族
168,ストリングスホテル　名古屋,2019年07月,5,"
    朝食も美味しくて満足できました。",レジャー,家族
169,ストリングスホテル　名古屋,2019年06月,5,"
    お部屋はこじんまりとしていましたが、清潔で上品な感じがありました。窓からはチャペルが見えて感動しました。アメニティも高級感があり女子旅にはぴったり、朝食はクロワッサンがとても美味しかった！",レジャー,友達
170,ストリングスホテル　名古屋,2019年06月,3,"
    風呂とトイレが一緒でしたので、別れているといいと思いました。また、部屋から教会の景色が見れると良かったですが、反対側の部屋で見れず、窓も小さかったです。ただ教会周りを散歩できたのは良かったのと朝食はとても豪華で美味しかったです。",レジャー,その他
171,ストリングスホテル　名古屋,2019年06月,5,"
    先日、夫婦で利用させて頂きました。アップグレードで最上階の見晴らしの良い部屋が利用でき快適に過ごすことが出来ました。朝食は期待通りどれも美味しく特に注文してから作っていただくエッグベネディクトが絶品でした。セキュリティも万全で安心できます。少し駅から歩きますが逆に静かでいいのかもしれません。また名古屋へ行く際は利用したいホテルです。ありがとうございました。",レジャー,家族
172,ストリングスホテル　名古屋,2019年06月,4,"
    ツインで親子3人。ベッドが隣接していて、快適でした。風呂場のシャワーカーテンが生乾きの匂いがして不快でした。次回は改善を期待したい。",レジャー,家族
173,ストリングスホテル　名古屋,2019年05月,5,"
    Great service and location! Will stay again!",レジャー,家族
